"Site ID","Antenna ID","Longitude","Latitude","Antenna File","Height (m)","Azimuth","Mechanical Tilt","Twist","Donor Antenna","Terrain Height (m)","Sectors","Number of Corrections","Correction (dB) at -180 degrees","Correction (dB) at -150 degrees","Correction (dB) at -120 degrees","Correction (dB) at -90 degrees","Correction (dB) at -60 degrees","Correction (dB) at -30 degrees","Correction (dB) at 0 degrees","Correction (dB) at 30 degrees","Correction (dB) at 60 degrees","Correction (dB) at 90 degrees","Correction (dB) at 120 degrees","Correction (dB) at 150 degrees"
"Site_1026","2","139.79149066214924","35.758757000475228","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1026","3","139.79149066214924","35.758757000475228","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1027","1","139.79327162742789","35.761344365336292","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1027","2","139.79327162742789","35.761344365336292","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1027","3","139.79327162742789","35.761344365336292","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1028","1","139.79505270639689","35.763931704968883","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1028","2","139.79505270639689","35.763931704968883","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1028","3","139.79505270639689","35.763931704968883","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1029","1","139.79319401252704","35.766482548606383","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1029","2","139.79319401252704","35.766482548606383","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1029","3","139.79319401252704","35.766482548606383","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_103","1","139.716593277847","35.775967196474383","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_103","2","139.716593277847","35.775967196474383","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_103","3","139.716593277847","35.775967196474383","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1030","1","139.79133519975241","35.769033270021048","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1030","2","139.79133519975241","35.769033270021048","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1030","3","139.79133519975241","35.769033270021048","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1031","1","139.78947626532789","35.771584049453821","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1031","2","139.78947626532789","35.771584049453821","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1031","3","139.78947626532789","35.771584049453821","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1032","1","139.78761721059524","35.774134796772131","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1032","2","139.78761721059524","35.774134796772131","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1032","3","139.78761721059524","35.774134796772131","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1033","1","139.78575803553486","35.776685511967919","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1033","2","139.78575803553486","35.776685511967919","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1033","3","139.78575803553486","35.776685511967919","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1034","1","139.78389874012686","35.779236195033135","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1034","2","139.78389874012686","35.779236195033135","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1034","3","139.78389874012686","35.779236195033135","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1035","1","139.78203932572646","35.781786755835789","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1035","2","139.78203932572646","35.781786755835789","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1035","3","139.78203932572646","35.781786755835789","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1036","1","139.78017988078861","35.7843373755413","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1036","2","139.78017988078861","35.7843373755413","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1036","3","139.78017988078861","35.7843373755413","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1037","1","139.7783202242245","35.786887962168095","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1037","2","139.7783202242245","35.786887962168095","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1037","3","139.7783202242245","35.786887962168095","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1038","1","139.77646044723392","35.789438516632124","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1038","2","139.77646044723392","35.789438516632124","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1038","3","139.77646044723392","35.789438516632124","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1039","1","139.77460054979696","35.791989038925351","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1039","2","139.77460054979696","35.791989038925351","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1039","3","139.77460054979696","35.791989038925351","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_104","1","139.71481451984323","35.773378746017642","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_104","2","139.71481451984323","35.773378746017642","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_104","3","139.71481451984323","35.773378746017642","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1040","1","139.77274053328006","35.794539438916267","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1040","2","139.77274053328006","35.794539438916267","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1040","3","139.77274053328006","35.794539438916267","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1041","1","139.77088039489345","35.797089896843815","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1041","2","139.77088039489345","35.797089896843815","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1041","3","139.77088039489345","35.797089896843815","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1042","1","139.7690201360013","35.799640322576387","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1042","2","139.7690201360013","35.799640322576387","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1042","3","139.7690201360013","35.799640322576387","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1043","1","139.76715975658382","35.80219071610594","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1043","2","139.76715975658382","35.80219071610594","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1043","3","139.76715975658382","35.80219071610594","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1044","1","139.76529925662121","35.804741077424417","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1044","2","139.76529925662121","35.804741077424417","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1044","3","139.76529925662121","35.804741077424417","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1045","1","139.76343872873881","35.8072913173395","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1045","2","139.76343872873881","35.8072913173395","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1045","3","139.76343872873881","35.8072913173395","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1046","1","139.76157798763177","35.809841614213227","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1046","2","139.76157798763177","35.809841614213227","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1046","3","139.76157798763177","35.809841614213227","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1047","1","139.75793617320983","35.809804037393313","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1047","2","139.75793617320983","35.809804037393313","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1047","3","139.75793617320983","35.809804037393313","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1048","1","139.75429436553952","35.809766350285209","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1048","2","139.75429436553952","35.809766350285209","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1048","3","139.75429436553952","35.809766350285209","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1049","1","139.75065256464055","35.809728552889574","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1049","2","139.75065256464055","35.809728552889574","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1049","3","139.75065256464055","35.809728552889574","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_105","1","139.71303587537088","35.770790270541532","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_105","2","139.71303587537088","35.770790270541532","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_105","3","139.71303587537088","35.770790270541532","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1050","1","139.7470108617828","35.809690646158273","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1050","2","139.7470108617828","35.809690646158273","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1050","3","139.7470108617828","35.809690646158273","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1051","1","139.74336907448571","35.809652628192325","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1051","2","139.74336907448571","35.809652628192325","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1051","3","139.74336907448571","35.809652628192325","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1052","1","139.7397272940193","35.809614499940821","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1052","2","139.7397272940193","35.809614499940821","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1052","3","139.7397272940193","35.809614499940821","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1053","1","139.73608552040335","35.809576261404423","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1053","2","139.73608552040335","35.809576261404423","default.pafx","25","120","0","0","False","","2","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1053","3","139.73608552040335","35.809576261404423","default.pafx","25","240","0","0","False","","3","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Site_1054","1","139.73244384490704","35.809537913546073","default.pafx","25","0","0","0","False","","1","12","0","0","0","0","0","0","0","0","0","0","0","0"
